"","x"
"2634",609.932076604575
"2635",608.204185275646
"2636",609.618289338723
"2637",610.718151653321
"2638",614.98650911278
"2639",620.006282280026
"2640",620.467019786819
"2641",623.711501551175
"2642",621.437624626152
"2643",625.084140120387
"2644",628.274798462886
"2645",630.095464709626
"2646",633.111923342653
"2647",635.395274869912
"2648",634.279385083822
"2649",637.348637602881
"2650",637.0728038427
"2651",637.296592422518
"2652",636.583451471786
"2653",633.972707708241
"2654",635.924918357266
"2655",637.770953330303
"2656",639.973344822103
"2657",643.880277855906
"2658",647.041584318528
"2659",649.626411391904
"2660",651.890573172976
"2661",651.34288239008
"2662",655.951945964008
"2663",660.220276208844
"2664",662.503263254621
"2665",660.894633763681
"2666",660.545128205648
"2667",661.745952316703
"2668",663.955413967265
"2669",657.005355293909
"2670",653.934073461133
"2671",653.553810327138
"2672",655.997568912403
"2673",653.653922522796
"2674",653.546789533464
"2675",652.618435576932
"2676",650.20604605929
"2677",649.190926217302
"2678",647.848948722504
"2679",640.639462701473
"2680",641.042972768402
"2681",639.54614824353
"2682",637.497711261615
"2683",633.00920079095
"2684",630.154941776537
"2685",633.530090848402
"2686",630.94691760709
"2687",629.417171282228
"2688",630.140638194748
"2689",628.153025896669
"2690",626.508862596819
"2691",626.006628426866
"2692",623.447264771077
"2693",619.095968179944
"2694",613.408780953917
"2695",610.981597705288
"2696",611.640432386062
"2697",609.190744489327
"2698",609.405468553859
"2699",607.022729560723
"2700",608.213202035289
"2701",608.374556913288
"2702",604.525351249573
"2703",604.280769010243
"2704",599.360437051786
"2705",599.061189384725
"2706",595.103042863472
"2707",596.546434096063
"2708",596.841910609409
"2709",592.850685366566
"2710",592.07620164006
"2711",594.245375034903
"2712",594.108641687807
"2713",592.060072316782
"2714",590.754279222608
"2715",589.499440332607
"2716",591.50520065849
"2717",584.585012787609
"2718",585.212256904232
"2719",585.21111271084
"2720",584.540740926024
"2721",582.814047849815
"2722",580.890866863282
"2723",578.750979137464
"2724",579.119848478967
"2725",575.351970992598
"2726",573.792859456106
"2727",571.561761522087
"2728",565.708434356698
"2729",565.302875481407
"2730",560.739260592943
"2731",561.593493265295
"2732",562.825237274963
"2733",558.568046741814
"2734",553.19663569462
"2735",550.906454796735
"2736",547.996812693559
"2737",549.194247018785
"2738",546.654413633126
"2739",546.614651960305
"2740",547.613142851586
"2741",549.813137169076
"2742",549.093322707947
"2743",548.458872313649
"2744",548.574346914399
"2745",549.864693762093
"2746",552.518189173893
"2747",551.924544085685
"2748",556.359397982987
"2749",559.578225254992
"2750",561.897628779273
"2751",562.338011477128
"2752",562.053173787835
"2753",562.404984004044
"2754",564.833083810105
"2755",567.848930661757
"2756",572.452812092456
"2757",571.094889603842
"2758",574.828952068729
"2759",576.061749226821
"2760",577.824914220726
"2761",580.918065641355
"2762",582.794603221515
"2763",580.720020138614
"2764",581.308069022071
"2765",580.373776324601
"2766",584.303086868204
"2767",584.520984043627
"2768",590.380482628973
"2769",592.599116624725
"2770",594.731109683698
"2771",595.714872185577
"2772",595.719173145677
"2773",597.450450302114
"2774",600.187196951143
"2775",597.843712710368
"2776",603.46905896772
"2777",606.806415141453
"2778",604.957700267403
"2779",607.187739598837
"2780",609.137227442732
"2781",610.751101798789
"2782",611.66123739702
"2783",613.509303065355
"2784",608.956533132894
"2785",609.84656256469
"2786",609.273259643787
"2787",610.593561179867
"2788",610.258359244906
"2789",610.324909854839
"2790",610.10716046805
"2791",610.548215757438
"2792",612.044917379961
"2793",616.23595547025
"2794",616.158907104225
"2795",617.841535673687
"2796",621.588633171248
"2797",624.458361894425
"2798",625.81017680769
"2799",623.016715150355
"2800",621.947856427099
"2801",621.353014831885
"2802",622.285928008849
"2803",622.775643875196
"2804",624.567883648902
"2805",623.112067847718
"2806",623.766715863171
"2807",625.721310341892
"2808",629.162501267701
"2809",628.73405801609
"2810",630.046089354492
"2811",632.126631753904
"2812",637.784133689276
"2813",638.676732234784
"2814",641.255373778932
"2815",641.33504388043
"2816",640.543107462396
"2817",644.931724351491
"2818",644.896408762702
"2819",645.622378589088
"2820",645.329753975161
"2821",644.077377787765
"2822",646.727539221417
"2823",648.348088568873
"2824",647.28031217072
"2825",645.600411589736
"2826",644.833285214285
"2827",644.384645047421
"2828",644.804301212259
"2829",647.576963798766
"2830",651.43232896719
"2831",654.178734316722
"2832",655.434418653504
"2833",656.935879700419
"2834",660.57119292824
"2835",661.806674221026
"2836",659.355656997858
"2837",660.828380198802
"2838",665.243179364334
"2839",666.614542019723
"2840",665.424548094243
"2841",666.851934239547
"2842",663.186313108745
"2843",665.260688986835
"2844",670.181195882703
"2845",672.617207315959
"2846",675.326973293073
"2847",676.248048170386
"2848",675.958986764834
"2849",676.381281442607
"2850",675.483995507585
"2851",677.553524675134
"2852",679.16684321176
"2853",675.289074888104
"2854",678.776993431725
"2855",678.774947451662
"2856",683.13332599225
"2857",682.889488846563
"2858",682.66942987507
"2859",686.120980929192
"2860",686.311767275294
"2861",685.710588637265
"2862",684.662759423844
"2863",684.593365009828
"2864",688.262692293938
"2865",688.09182194749
"2866",688.135260457147
"2867",686.89873021049
"2868",686.359869009247
"2869",686.465309831969
"2870",684.958000563923
"2871",688.723921648012
"2872",688.414094300881
"2873",689.951205821607
"2874",694.328622453937
"2875",694.158277638873
"2876",692.700787167279
"2877",695.945775963105
"2878",694.535275182144
"2879",694.801588828719
"2880",696.570283508072
"2881",695.691756353279
"2882",693.951142075628
"2883",695.512270412814
"2884",698.792278793733
"2885",701.552070057206
"2886",701.620622233701
"2887",703.133227134956
"2888",701.202110325093
"2889",701.59156824332
"2890",702.723833863064
"2891",704.271473123028
"2892",705.910120987195
"2893",705.643543557161
"2894",708.451040232758
"2895",712.121432760693
"2896",714.797852921671
"2897",720.801153668697
"2898",725.217720634637
"2899",728.836614970441
"2900",730.310198746587
"2901",733.734137828831
"2902",734.173072538697
"2903",733.092514309029
"2904",731.989770975828
"2905",734.351470685667
"2906",733.864226980931
"2907",732.12045563673
"2908",732.597739050914
"2909",731.579102717148
"2910",734.188448973249
"2911",739.102438463905
"2912",742.096527290837
"2913",742.027044237078
"2914",745.01009773507
"2915",750.337243837186
"2916",748.352471135476
"2917",750.641032465997
"2918",751.709613163822
"2919",750.882623796898
"2920",754.115049931591
"2921",754.972184297981
"2922",753.048348481384
"2923",750.843362846749
"2924",751.636836497318
"2925",753.958210153024
"2926",753.98073037678
"2927",755.762038126561
"2928",755.751953144633
"2929",757.486340932112
"2930",755.468926825621
"2931",756.407499181913
"2932",758.858948392071
"2933",758.192063063685
"2934",760.023666907108
"2935",763.196813519916
"2936",764.704258194662
"2937",768.50076485859
"2938",770.370973048147
"2939",769.581287983942
"2940",770.41921573153
"2941",774.853442796232
"2942",778.398187483793
"2943",782.195292194065
"2944",783.858475729563
"2945",786.332028105767
"2946",788.223152158159
"2947",789.335434868724
"2948",791.790139453557
"2949",793.734411998319
"2950",795.654752435417
"2951",794.945364453561
"2952",792.893380794038
"2953",789.791758855166
"2954",795.951547845233
"2955",797.108597217678
"2956",797.920400908853
"2957",798.481095224727
"2958",798.021480887273
"2959",802.000121400054
"2960",801.314047899348
"2961",804.049396413177
"2962",809.117820208976
"2963",810.60354865337
"2964",811.655938964487
"2965",814.085931379027
"2966",817.662474829797
"2967",823.250576891513
"2968",826.350812600507
"2969",830.132297732417
"2970",832.513973211295
"2971",836.140093964006
"2972",840.083041410822
"2973",846.145109895551
"2974",848.219764324064
"2975",851.132743702797
"2976",856.010027555026
"2977",857.619040902983
"2978",860.678116604543
"2979",863.293172508832
"2980",866.895819743896
"2981",867.662979202216
"2982",869.260064764637
"2983",872.497167496813
"2984",875.471402950061
"2985",875.255718149562
"2986",879.281350364113
"2987",881.693829574883
"2988",884.131178656258
"2989",886.442258606351
"2990",890.292269274466
"2991",889.055550890508
"2992",892.70113918882
"2993",897.00107318891
"2994",899.914404010495
"2995",901.529873069912
"2996",902.148068526823
"2997",906.788062297244
"2998",911.112093877304
"2999",911.653800392387
"3000",919.513848819218
"3001",922.530609806251
"3002",923.996062120091
"3003",924.775788875256
"3004",928.650740922611
"3005",929.1190406464
"3006",927.838988153106
"3007",933.339770087053
"3008",932.630084683668
"3009",936.345290898617
"3010",936.015692579566
"3011",942.588218731011
"3012",946.167934830906
"3013",947.826676078302
"3014",947.825868893023
"3015",953.834953322121
"3016",956.791391216846
"3017",958.819373168845
"3018",958.281363635672
"3019",960.662220942148
"3020",965.718270620382
"3021",969.950237320797
"3022",971.749716416172
"3023",971.986534868201
"3024",976.58184762971
"3025",981.632062035663
"3026",981.509467507265
"3027",983.68545229816
"3028",985.2432835107
"3029",989.509899609921
"3030",991.419077906037
"3031",994.130007653091
"3032",998.481946984821
"3033",1003.55864368904
"3034",1004.3927203882
"3035",1004.64048640777
"3036",1006.83634178416
"3037",1012.58530732616
"3038",1016.12217500093
"3039",1021.80669640708
"3040",1024.09680215885
"3041",1029.79567233878
"3042",1034.1359307492
"3043",1038.30545158031
"3044",1033.44320578846
"3045",1028.71143024682
"3046",1028.85271591365
"3047",1028.94816772405
"3048",1025.25766426495
"3049",1020.58610715984
"3050",1012.25277584901
"3051",1010.6539950606
"3052",1007.68568605669
"3053",1003.98748225596
"3054",1002.92244665346
"3055",999.613750131095
"3056",997.716065712073
"3057",994.399283576635
"3058",991.209854938713
"3059",988.957116314986
"3060",982.343119659113
"3061",979.264545290915
"3062",973.074824396552
"3063",969.145557139343
"3064",964.3743280536
"3065",958.719902095756
"3066",953.18430608219
"3067",955.007770187383
"3068",953.748936924443
"3069",951.99603892677
"3070",945.636534311916
"3071",941.090978848637
"3072",935.596805585747
"3073",931.444978303968
"3074",924.963216701169
"3075",926.406919611748
"3076",920.22721463263
"3077",917.693200425566
"3078",916.026658272108
"3079",912.54669845142
"3080",906.460263121617
"3081",904.803611079563
"3082",905.700210499227
"3083",905.652222036352
"3084",902.113950587166
"3085",897.043337774465
"3086",893.33254572913
"3087",889.74156554632
"3088",885.579819824716
"3089",882.967164715857
"3090",881.019305004876
"3091",876.938632074087
"3092",875.688697130591
"3093",873.549363292971
"3094",872.502468056391
"3095",871.425853831914
"3096",868.168925451972
"3097",866.720364975289
"3098",863.554676793707
"3099",859.635081646315
"3100",855.207369078805
"3101",853.682313262567
"3102",848.397163907371
"3103",844.811908825638
"3104",840.88264941661
"3105",839.065760576265
"3106",833.780606139173
"3107",831.485154382381
"3108",832.89163587654
"3109",832.851815831985
"3110",830.594255940397
"3111",827.820910673397
"3112",825.117577117284
"3113",821.832770585634
"3114",820.73393543843
"3115",815.308806892226
"3116",816.086310938203
"3117",815.142544248031
"3118",809.173703402234
"3119",807.323662697425
"3120",804.730120610791
"3121",796.97641996147
"3122",793.48127046038
"3123",792.165028472227
"3124",788.414527482048
"3125",785.747834576331
"3126",786.574408567585
"3127",784.13484715893
"3128",785.065722519735
"3129",784.141349643243
"3130",779.673115420525
"3131",779.989396978208
"3132",776.898993625531
"3133",776.779719684964
"3134",775.536919026207
"3135",772.206187286015
"3136",771.783795175846
"3137",771.018392326751
"3138",768.335756815073
"3139",765.443430443528
"3140",762.753720236189
"3141",764.279633302808
"3142",763.185405011315
"3143",760.776484475972
"3144",756.256822452009
"3145",758.127133108677
"3146",755.529139785302
"3147",750.272075333358
"3148",751.236188899165
"3149",749.626815650011
"3150",748.569233869113
"3151",747.006518728039
"3152",751.367030401572
"3153",748.699300778867
"3154",751.10324571231
"3155",749.553481790261
"3156",750.498418625749
"3157",748.322336168808
"3158",745.648780854284
"3159",744.999547578789
"3160",746.373381187409
"3161",744.097197423402
"3162",743.399020061583
"3163",746.770217136569
"3164",749.716498835255
"3165",752.391410742318
"3166",750.883911604207
"3167",754.790349652698
"3168",756.345702102571
"3169",758.218618872961
"3170",758.012505888874
"3171",759.018089929055
"3172",759.959629649299
"3173",759.127317722296
"3174",759.267021785928
"3175",760.015292888916
"3176",762.69143974915
"3177",764.024689788514
"3178",764.947186230214
"3179",766.661037401905
"3180",767.582487284439
"3181",770.19638124282
"3182",776.843901724666
"3183",782.154160118607
"3184",788.229405644512
"3185",791.341624364114
"3186",788.450224360331
"3187",789.269540767704
"3188",793.139090315724
"3189",794.748315699327
"3190",796.778812630098
"3191",800.085899182368
"3192",805.365398202329
"3193",809.483428957014
"3194",809.473396976146
"3195",810.359399746371
"3196",813.486090644814
"3197",815.62091082715
"3198",816.939460689711
"3199",819.073925489414
"3200",822.407165289574
"3201",827.934015788252
"3202",831.149759568428
"3203",835.995821909078
"3204",839.670611063702
"3205",844.21785043459
"3206",848.82448424913
"3207",856.235160594545
"3208",859.989021713303
"3209",860.525978048287
"3210",866.3326713766
"3211",872.016864162294
"3212",875.233057970502
"3213",877.867434751616
"3214",880.708715583142
"3215",885.587001755993
"3216",888.171211182427
"3217",890.726472629564
"3218",894.370944367398
"3219",895.812147265993
"3220",898.028498247481
"3221",899.738246104439
"3222",902.615892141414
"3223",903.83413869985
"3224",907.036808839079
"3225",909.747988309889
"3226",912.457597542593
"3227",917.300192705065
"3228",920.132502202687
"3229",922.402511728074
"3230",925.493026617133
"3231",928.166603921609
"3232",929.715971807447
"3233",934.542617545079
"3234",937.372554429021
"3235",945.311205411059
"3236",950.024979846083
"3237",953.131332295417
"3238",956.582195102377
"3239",959.81791877532
"3240",965.086727603237
"3241",967.254714472124
"3242",973.908207058822
"3243",974.161518929535
"3244",976.612080121445
"3245",984.102152756048
"3246",985.429733659304
"3247",985.901808252972
"3248",988.752788995728
"3249",991.708139661961
"3250",996.316098333536
"3251",1002.51035514457
"3252",1007.29087542108
"3253",1010.85997098828
"3254",1014.73596328045
"3255",1018.57659183633
"3256",1021.12860608879
"3257",1026.11571473281
"3258",1031.23326648737
"3259",1031.45994250867
"3260",1034.66110239821
"3261",1039.7449059555
"3262",1035.58330609454
"3263",1031.15112879454
"3264",1027.43793832277
"3265",1022.95626756558
"3266",1021.45678312656
"3267",1019.1048043196
"3268",1016.70834394698
"3269",1016.21921190113
"3270",1013.72202340852
"3271",1012.10949872296
"3272",1007.50211971688
"3273",1002.79677345791
"3274",1001.35737221872
"3275",995.286512706392
"3276",990.297866246906
"3277",990.108494067615
"3278",987.908110699837
"3279",982.523421372288
"3280",980.791573366451
"3281",978.027971035753
"3282",977.470203012366
"3283",974.679311455855
"3284",970.416197711349
"3285",970.439592702505
"3286",966.776907287326
"3287",965.810229973805
"3288",963.104030827961
"3289",964.834372919947
"3290",962.416479294139
"3291",960.599874953876
"3292",957.325378192391
"3293",954.576224230844
"3294",951.441302204234
"3295",951.210100156918
"3296",947.264641673527
"3297",946.547792922819
"3298",942.422899791913
"3299",941.903222924207
"3300",940.100832636866
"3301",935.705564578693
"3302",930.679405103328
"3303",928.658565676519
"3304",926.322240628386
"3305",924.189302851592
"3306",924.0721492838
"3307",924.484503261235
"3308",923.855882721464
"3309",920.124095890496
"3310",916.796454923857
"3311",914.557477643049
"3312",910.123360782633
"3313",907.084376406823
"3314",899.388720456137
"3315",896.595582707245
"3316",896.666836470233
"3317",895.063005825257
"3318",893.33834693091
"3319",891.946132658841
"3320",892.069052408995
"3321",891.997223814526
"3322",891.522147614339
"3323",887.657297957133
"3324",884.531925336808
"3325",883.165772173202
"3326",881.353842600377
"3327",879.8887441904
"3328",877.389825335357
"3329",874.915975131939
"3330",873.077017880003
"3331",869.214976100561
"3332",866.886821035743
"3333",864.579738322281
"3334",864.183102553859
"3335",863.70773443024
"3336",858.864229066944
"3337",857.351697924982
"3338",854.550385225297
"3339",854.176617576364
"3340",850.547464404412
"3341",848.191395176775
"3342",847.309690775049
"3343",841.455180899704
"3344",838.27288387521
"3345",829.306953005586
"3346",827.716077970732
"3347",826.701950471171
"3348",823.555679299533
"3349",822.733369299343
"3350",821.447037431735
"3351",818.96585517768
"3352",817.907950783552
"3353",815.138664787133
"3354",814.002818881185
"3355",812.153186368389
"3356",808.629013511152
"3357",806.783385306488
"3358",805.104027560542
"3359",800.821784834199
"3360",797.712343547718
"3361",796.20582674482
"3362",793.315435984956
"3363",792.832187291367
"3364",790.920906576712
"3365",787.420810022636
"3366",787.406033250251
"3367",789.516000416437
"3368",786.191344386497
"3369",786.927821643426
"3370",789.167724290716
"3371",784.647465206053
"3372",781.727096600161
"3373",777.603822042712
"3374",774.46383997827
"3375",774.391091693175
"3376",771.31872292675
"3377",771.16240329785
"3378",768.248710625085
"3379",763.884118834322
"3380",764.390100929633
"3381",762.980833314599
"3382",760.258018801211
"3383",756.102760513103
"3384",754.470628988179
"3385",751.939951399548
"3386",753.397958733774
"3387",752.036045195837
"3388",748.67831867566
"3389",746.339840276437
"3390",746.238114183048
"3391",744.707183275245
"3392",745.844061219905
"3393",745.898752248088
"3394",746.705073699241
"3395",745.718189550874
"3396",742.417948115001
"3397",740.823363015752
"3398",739.91796500088
"3399",735.248188488331
"3400",729.661320475166
"3401",727.324292406142
"3402",725.089921654641
"3403",723.884300837426
"3404",719.545242603343
"3405",716.047979389668
"3406",715.839591907553
"3407",715.001483199317
"3408",712.336303893253
"3409",711.49966299279
"3410",708.896180512038
"3411",704.256334410127
"3412",700.822090428947
"3413",701.35163032279
"3414",701.608280694825
"3415",700.638692132921
"3416",699.759506092284
"3417",697.691708918494
"3418",694.30944657889
"3419",692.141336207067
"3420",690.23203569506
"3421",688.726261137863
"3422",688.097519976067
"3423",683.783368202313
"3424",680.359458173792
"3425",682.448398348893
"3426",686.890290450723
"3427",682.196561078436
"3428",680.828440532097
"3429",678.833234639902
"3430",677.912633864177
"3431",677.634603016898
"3432",678.70080446457
"3433",676.950433430683
"3434",677.142756027364
"3435",674.283245976194
"3436",670.842824606155
"3437",668.556182799513
"3438",670.628907892828
"3439",672.639286202762
"3440",671.512011920978
"3441",668.942398937988
"3442",669.588905972373
"3443",673.20856826088
"3444",670.697742283735
"3445",676.581827943272
"3446",677.427148981383
"3447",682.133702965908
"3448",681.066097434182
"3449",679.952605445838
"3450",686.081508287594
"3451",685.129642613951
"3452",687.531510964176
"3453",691.10751096273
"3454",693.915849413879
"3455",698.829157846203
"3456",701.653846614124
"3457",705.932173894836
"3458",711.044393142028
"3459",718.155238097893
"3460",716.111583594793
"3461",714.56911759595
"3462",714.639761122633
"3463",716.20415993856
"3464",716.872326694448
"3465",713.705672319526
"3466",717.300479629717
"3467",718.635419670987
"3468",719.348323927875
"3469",718.187453309264
"3470",718.847578710164
"3471",721.498404361335
"3472",723.559701895524
"3473",728.737364579827
"3474",734.636484681088
"3475",736.671768515291
"3476",736.043737735138
"3477",735.136606938464
"3478",735.130864733824
"3479",735.245090181173
"3480",735.275682769527
"3481",735.370476451296
"3482",734.231692752237
"3483",736.192285736264
"3484",734.779686595203
"3485",737.084315439231
"3486",740.25601439955
"3487",741.523680628594
"3488",741.79866653682
"3489",744.150111520138
"3490",744.140592260248
"3491",744.713714648552
"3492",748.218329944341
"3493",752.86905230584
"3494",759.605555956732
"3495",764.277968448293
"3496",770.029813140717
"3497",773.889818965423
"3498",775.69717218621
"3499",780.111476294436
"3500",778.100453158042
"3501",779.35076414611
"3502",777.861131824752
"3503",778.001617841743
"3504",775.777780198433
"3505",776.731037126235
"3506",775.895076823065
"3507",777.131221065349
"3508",779.377099584712
"3509",776.975847085736
"3510",775.379975934647
"3511",775.607814051249
"3512",777.805788267393
"3513",774.901968110336
"3514",772.38201909507
"3515",773.724642207625
"3516",771.848173248609
"3517",768.770247534203
"3518",763.695113338876
"3519",762.99240784852
"3520",764.840132479404
"3521",763.331034958983
"3522",761.581096143319
"3523",757.767167747518
"3524",754.350410738403
"3525",755.247016552931
"3526",754.16218461525
"3527",752.973710395669
"3528",752.099979630256
"3529",751.252595663155
"3530",748.77616239724
"3531",746.268545612767
"3532",747.379306868024
"3533",741.175604698643
"3534",743.632621192779
"3535",743.250463289415
"3536",740.027093623606
"3537",739.631259492975
"3538",738.646479028007
"3539",738.552468495129
"3540",737.837115881363
"3541",734.596823852856
"3542",733.770264179259
"3543",731.896641848452
"3544",732.869170888208
"3545",729.538476129165
"3546",726.210511045905
"3547",724.170349605093
"3548",719.957626031499
"3549",723.189952768614
"3550",722.21604561366
"3551",724.638016351567
"3552",728.625673805318
"3553",730.848664092778
"3554",730.626334307042
"3555",731.284420899451
"3556",731.295844457284
"3557",730.762220640481
"3558",731.618776080113
"3559",733.562344535887
"3560",736.487053062888
"3561",739.777429591261
"3562",741.770083954979
"3563",745.157065127756
"3564",749.491785605434
"3565",748.929267610086
"3566",752.181997568373
"3567",748.916761261692
"3568",749.054262918223
"3569",748.91650460363
"3570",749.852383916411
"3571",751.607256492436
"3572",750.481430916112
"3573",749.477726588022
"3574",748.521789496051
"3575",750.626966821956
"3576",754.768033545276
"3577",756.334032245827
"3578",759.550347978572
"3579",760.584058920828
"3580",764.662628241728
"3581",764.793600109528
"3582",765.711348509244
"3583",767.071497832892
"3584",768.534390306533
"3585",767.661853760999
"3586",766.771913475389
"3587",770.370171043924
"3588",772.742581099024
"3589",771.812496991704
"3590",772.150016130865
"3591",772.812855182324
"3592",773.415391536318
"3593",771.842099525227
"3594",773.888726396246
"3595",772.489853022999
"3596",779.357584074571
"3597",782.427305080747
"3598",785.074715400353
"3599",783.022449563276
"3600",783.662937203202
"3601",783.34235176968
"3602",785.111838117074
"3603",785.214556344289
"3604",790.472510297555
"3605",790.154730889805
"3606",791.164311612976
"3607",790.779981468605
"3608",792.899774986225
"3609",793.055785925943
"3610",795.976734962374
"3611",796.336205204969
"3612",796.061420284775
"3613",792.061226680195
"3614",794.86719825682
"3615",797.298230957591
"3616",799.38482499827
"3617",799.890783915486
"3618",798.620007169629
"3619",797.661438862007
"3620",799.690912829338
"3621",802.025855061269
"3622",805.792132183906
"3623",807.800324012173
"3624",811.535239205447
"3625",817.915737739349
"3626",821.96023555575
"3627",827.51753170801
"3628",832.400127510286
"3629",835.240932263914
"3630",836.82705496225
"3631",840.84605948265
"3632",845.23062876501
"3633",843.772127327835
"3634",844.459708831142
"3635",849.062226976409
"3636",854.834055487733
"3637",859.633313298962
"3638",861.281360337064
"3639",862.608301431199
"3640",861.907515959062
"3641",864.619559772217
"3642",867.510928158754
"3643",870.790710017641
"3644",871.050449606877
"3645",873.7601687514
"3646",875.560559617759
"3647",880.568195585522
"3648",883.941560974849
"3649",886.161124012871
"3650",888.23326122632
"3651",889.559178512708
"3652",892.697545660685
"3653",897.706184097341
"3654",900.676445073448
"3655",901.444358613903
"3656",906.234878695129
"3657",909.890127725073
"3658",912.367316926001
"3659",916.993862224272
"3660",918.691415784593
"3661",921.358539784349
"3662",926.476634068998
"3663",926.400353225794
"3664",928.267145942025
"3665",933.174812973909
"3666",939.317132441949
"3667",947.322645201956
"3668",950.412957319981
"3669",950.762587357067
"3670",952.961096130333
"3671",957.890369419243
"3672",961.414260110417
"3673",967.051819412508
"3674",965.967856268171
"3675",969.199733287311
"3676",975.022729064479
"3677",978.947315124219
"3678",980.219698614056
"3679",982.822954648183
"3680",985.966839849979
"3681",988.970685990541
"3682",989.391457363181
"3683",991.415342062193
"3684",994.597449198607
"3685",998.140423496284
"3686",1004.14608142759
"3687",1006.7948016742
"3688",1008.80597287167
"3689",1008.24652447256
"3690",1011.96056858048
"3691",1013.05482277371
"3692",1014.38484217452
"3693",1017.17744914394
"3694",1017.4985037323
"3695",1021.99061748637
"3696",1024.26959815493
"3697",1025.28589510777
"3698",1023.48249052119
"3699",1021.49447219553
"3700",1020.52210038086
"3701",1016.62995743616
"3702",1014.2820359295
"3703",1011.74098063096
"3704",1006.51259719719
"3705",1005.35227722449
"3706",1003.05599321784
"3707",999.512107837893
"3708",999.924049968634
"3709",994.865760454389
"3710",990.119335010198
"3711",983.316127471592
"3712",976.803796427972
"3713",977.018159870837
"3714",974.442458664156
"3715",970.870242084524
"3716",967.278337276253
"3717",962.133805250125
"3718",958.477118225136
"3719",954.68437918608
"3720",950.913230813253
"3721",948.457204869424
"3722",945.338008708037
"3723",938.993141313523
"3724",933.137079497462
"3725",930.529026000533
"3726",930.661786127456
"3727",930.698667669924
"3728",929.000442143751
"3729",927.601014332918
"3730",923.698519356358
"3731",918.041063018098
"3732",914.156322331606
"3733",912.168744259128
"3734",908.688654365643
"3735",906.92851251477
"3736",909.342953177087
"3737",907.313624505843
"3738",906.569425384271
"3739",906.030782629136
"3740",904.13353938372
"3741",898.874372604671
"3742",898.409119212098
"3743",896.77844370762
"3744",898.666083069406
"3745",895.911816123682
"3746",892.093095438149
"3747",888.74053203144
"3748",885.372202681149
"3749",882.709273446545
"3750",877.597091829899
"3751",873.579867718794
"3752",869.124105024862
"3753",864.518854893957
"3754",862.525207218688
"3755",859.113175384796
"3756",857.217096406575
"3757",854.753114627927
"3758",851.820613347607
"3759",848.961393086322
"3760",847.962797490835
"3761",839.445704021996
"3762",835.912095047278
"3763",833.707976359213
"3764",832.584441693015
"3765",830.945859281739
"3766",830.848770523051
"3767",829.294345104862
"3768",826.325843440714
"3769",820.931359456486
"3770",817.934333964078
"3771",815.977923891609
"3772",813.585066582921
"3773",810.300555192062
"3774",806.820096340483
"3775",805.499220685911
"3776",800.905408098478
"3777",798.329854835079
"3778",795.826674390507
"3779",795.262451838261
"3780",792.845001263633
"3781",792.736596139967
"3782",792.101144602807
"3783",792.944389220679
"3784",790.387949136801
"3785",790.165618964911
"3786",788.173868954559
"3787",785.438096763506
"3788",788.158276439377
"3789",789.350304376644
"3790",788.630029398735
"3791",785.202979402146
"3792",783.549492400427
"3793",779.707544158588
"3794",778.537103026462
"3795",776.540974107491
"3796",775.998271748339
"3797",773.474144497575
"3798",770.103365021407
"3799",766.886639848467
"3800",766.989913878427
"3801",764.879729950104
"3802",765.452940766522
"3803",767.811108158054
"3804",767.748009951782
"3805",765.16464843896
"3806",767.854375750849
"3807",769.327455094991
"3808",768.074513178019
"3809",768.408087355822
"3810",763.09011112225
"3811",760.814375178481
"3812",757.940035749196
"3813",755.536512240606
"3814",755.218467050406
"3815",755.115406738651
"3816",754.884785702995
"3817",755.102777389346
"3818",759.452463098034
"3819",757.420341988175
"3820",755.241110874727
"3821",754.352422275842
"3822",755.020080076614
"3823",759.112269764815
"3824",756.368754377673
"3825",755.089375992893
"3826",755.663337064087
"3827",755.864156790014
"3828",753.695364950717
"3829",749.77020705961
"3830",750.299360232403
"3831",747.073762112071
"3832",745.059962577293
"3833",744.604460573071
"3834",741.136548874299
"3835",740.363034307832
"3836",737.747467189163
"3837",736.876769658757
"3838",739.425308592126
"3839",737.386007486895
"3840",734.574972853782
"3841",731.817108415808
"3842",729.574512699473
"3843",730.339382614409
"3844",731.428906126625
"3845",728.270875981019
"3846",724.160788329369
"3847",723.47401767182
"3848",723.437197528593
"3849",720.819143348938
"3850",720.558515131951
"3851",718.354898693288
"3852",718.726182008911
"3853",716.859668964859
"3854",713.832447789775
"3855",710.426070440615
"3856",707.182631520356
"3857",709.101014891442
"3858",707.599870572531
"3859",704.766858406057
"3860",701.665048575343
"3861",699.58564843257
"3862",699.184349580041
"3863",696.531289762407
"3864",693.950415104209
"3865",694.292077872341
"3866",693.859553448469
"3867",696.469355113519
"3868",689.55996411853
"3869",688.373960148432
"3870",685.32666177946
"3871",680.040310151342
"3872",676.575542323656
"3873",678.233491952588
"3874",675.564468674004
"3875",673.686757044678
"3876",670.413448408218
"3877",668.159682190404
"3878",667.853299736542
"3879",668.91226091507
"3880",668.656978824868
"3881",666.01119625451
"3882",666.213652313986
"3883",664.747358029806
"3884",666.705192278156
"3885",665.595880798789
"3886",661.432924047955
"3887",657.792229686692
"3888",657.579196527235
"3889",657.492024028594
"3890",654.754340182324
"3891",653.240004363564
"3892",649.57758328036
"3893",645.606910152725
"3894",643.251124006602
"3895",642.160573849662
"3896",641.922132971468
"3897",642.312132747432
"3898",637.463663508279
"3899",637.400416602352
